0.00000,10.00000
0.00010,19.00000
0.00020,17.00000
0.00030,25.00000
0.00040,21.00000
0.00050,18.00000
0.00060,12.00000
0.00070,31.00000
0.00080,17.00000
0.00090,31.00000
0.00100,18.00000
0.00110,23.00000
0.00120,26.00000
0.00130,11.00000
0.00140,24.00000
0.00150,16.00000
0.00160,19.00000
0.00170,10.00000
0.00180,15.00000
0.00190,23.00000
0.00200,22.00000
0.00210,22.00000
0.00220,20.00000
0.00230,19.00000
0.00240,20.00000
0.00250,25.00000
0.00260,22.00000
0.00270,14.00000
0.00280,13.00000
0.00290,15.00000
0.00300,21.00000
0.00310,14.00000
0.00320,14.00000
0.00330,19.00000
0.00340,16.00000
0.00350,19.00000
0.00360,19.00000
0.00370,22.00000
0.00380,18.00000
0.00390,20.00000
0.00400,21.00000
0.00410,21.00000
0.00420,25.00000
0.00430,12.00000
0.00440,16.00000
0.00450,18.00000
0.00460,18.00000
0.00470,12.00000
0.00480,19.00000
0.00490,21.00000
0.00500,14.00000
0.00510,20.00000
0.00520,15.00000
0.00530,19.00000
0.00540,22.00000
0.00550,14.00000
0.00560,26.00000
0.00570,31.00000
0.00580,30.00000
0.00590,30.00000
0.00600,27.00000
0.00610,22.00000
0.00620,20.00000
0.00630,15.00000
0.00640,16.00000
0.00650,15.00000
0.00660,16.00000
0.00670,15.00000
0.00680,22.00000
0.00690,16.00000
0.00700,21.00000
0.00710,19.00000
0.00720,16.00000
0.00730,17.00000
0.00740,19.00000
0.00750,16.00000
0.00760,19.00000
0.00770,27.00000
0.00780,15.00000
0.00790,16.00000
0.00800,19.00000
0.00810,19.00000
0.00820,22.00000
0.00830,20.00000
0.00840,21.00000
0.00850,22.00000
0.00860,16.00000
0.00870,25.00000
0.00880,30.00000
0.00890,22.00000
0.00900,25.00000
0.00910,17.00000
0.00920,18.00000
0.00930,21.00000
0.00940,12.00000
0.00950,21.00000
0.00960,20.00000
0.00970,20.00000
0.00980,13.00000
0.00990,13.00000
0.01000,22.00000
0.01010,17.00000
0.01020,14.00000
0.01030,14.00000
0.01040,12.00000
0.01050,17.00000
0.01060,27.00000
0.01070,26.00000
0.01080,23.00000
0.01090,30.00000
0.01100,31.00000
0.01110,23.00000
0.01120,12.00000
0.01130,12.00000
0.01140,17.00000
0.01150,12.00000
0.01160,15.00000
0.01170,23.00000
0.01180,25.00000
0.01190,19.00000
0.01200,26.00000
0.01210,13.00000
0.01220,18.00000
0.01230,17.00000
0.01240,15.00000
0.01250,21.00000
0.01260,15.00000
0.01270,16.00000
0.01280,9.00000
0.01290,17.00000
0.01300,19.00000
0.01310,20.00000
0.01320,17.00000
0.01330,28.00000
0.01340,21.00000
0.01350,18.00000
0.01360,18.00000
0.01370,27.00000
0.01380,19.00000
0.01390,20.00000
0.01400,20.00000
0.01410,11.00000
0.01420,31.00000
0.01430,26.00000
0.01440,20.00000
0.01450,26.00000
0.01460,21.00000
0.01470,14.00000
0.01480,15.00000
0.01490,20.00000
0.01500,19.00000
0.01510,19.00000
0.01520,23.00000
0.01530,13.00000
0.01540,16.00000
0.01550,20.00000
0.01560,25.00000
0.01570,37.00000
0.01580,33.00000
0.01590,26.00000
0.01600,20.00000
0.01610,18.00000
0.01620,20.00000
0.01630,17.00000
0.01640,20.00000
0.01650,20.00000
0.01660,16.00000
0.01670,11.00000
0.01680,22.00000
0.01690,15.00000
0.01700,12.00000
0.01710,13.00000
0.01720,22.00000
0.01730,30.00000
0.01740,22.00000
0.01750,21.00000
0.01760,14.00000
0.01770,17.00000
0.01780,21.00000
0.01790,14.00000
0.01800,15.00000
0.01810,19.00000
0.01820,19.00000
0.01830,18.00000
0.01840,18.00000
0.01850,21.00000
0.01860,19.00000
0.01870,19.00000
0.01880,23.00000
0.01890,20.00000
0.01900,15.00000
0.01910,23.00000
0.01920,17.00000
0.01930,18.00000
0.01940,18.00000
0.01950,20.00000
0.01960,19.00000
0.01970,21.00000
0.01980,17.00000
0.01990,22.00000
0.02000,17.00000
0.02010,23.00000
0.02020,17.00000
0.02030,23.00000
0.02040,21.00000
