0.00000,447.00000
0.00200,417.00000
0.00400,381.00000
0.00600,399.00000
0.00800,414.00000
0.01000,408.00000
0.01200,410.00000
0.01400,395.00000
0.01600,401.00000
0.01800,367.00000
0.02000,450.00000
0.02200,366.00000
0.02400,408.00000
0.02600,431.00000
0.02800,368.00000
0.03000,410.00000
0.03200,396.00000
0.03400,420.00000
0.03600,464.00000
0.03800,398.00000
0.04000,387.00000
0.04200,434.00000
0.04400,412.00000
0.04600,421.00000
0.04800,394.00000
0.05000,420.00000
0.05200,429.00000
0.05400,396.00000
0.05600,454.00000
0.05800,389.00000
0.06000,424.00000
0.06200,415.00000
0.06400,384.00000
0.06600,410.00000
0.06800,391.00000
0.07000,405.00000
0.07200,394.00000
0.07400,421.00000
0.07600,406.00000
0.07800,374.00000
0.08000,443.00000
0.08200,409.00000
0.08400,391.00000
0.08600,432.00000
0.08800,387.00000
0.09000,421.00000
0.09200,397.00000
0.09400,399.00000
0.09600,443.00000
0.09800,404.00000
0.10000,414.00000
0.10200,397.00000
0.10400,378.00000
0.10600,403.00000
0.10800,361.00000
0.11000,443.00000
0.11200,420.00000
0.11400,412.00000
0.11600,396.00000
0.11800,422.00000
0.12000,422.00000
0.12200,384.00000
0.12400,395.00000
0.12600,436.00000
0.12800,376.00000
0.13000,423.00000
0.13200,413.00000
0.13400,372.00000
0.13600,442.00000
0.13800,414.00000
0.14000,392.00000
0.14200,386.00000
0.14400,383.00000
0.14600,421.00000
0.14800,375.00000
0.15000,434.00000
0.15200,411.00000
0.15400,392.00000
0.15600,434.00000
0.15800,397.00000
0.16000,426.00000
0.16200,385.00000
0.16400,385.00000
0.16600,419.00000
0.16800,376.00000
0.17000,434.00000
0.17200,380.00000
0.17400,403.00000
0.17600,452.00000
0.17800,400.00000
0.18000,403.00000
0.18200,404.00000
0.18400,424.00000
0.18600,410.00000
0.18800,375.00000
0.19000,409.00000
0.19200,407.00000
0.19400,432.00000
0.19600,416.00000
0.19800,378.00000
0.20000,434.00000
0.20200,375.00000
0.20400,400.00000
0.20600,429.00000
0.20800,402.00000
0.21000,395.00000
0.21200,386.00000
0.21400,384.00000
0.21600,410.00000
0.21800,384.00000
0.22000,429.00000
0.22200,387.00000
0.22400,395.00000
0.22600,444.00000
0.22800,399.00000
0.23000,450.00000
0.23200,387.00000
0.23400,393.00000
0.23600,425.00000
0.23800,428.00000
0.24000,408.00000
0.24200,406.00000
0.24400,336.00000
0.24600,442.00000
0.24800,415.00000
0.25000,416.00000
0.25200,399.00000
0.25400,406.00000
0.25600,418.00000
0.25800,369.00000
0.26000,439.00000
0.26200,372.00000
0.26400,397.00000
0.26600,400.00000
0.26800,384.00000
0.27000,392.00000
0.27200,412.00000
0.27400,405.00000
0.27600,395.00000
0.27800,409.00000
0.28000,426.00000
0.28200,378.00000
0.28400,367.00000
0.28600,425.00000
0.28800,383.00000
0.29000,437.00000
0.29200,399.00000
0.29400,349.00000
0.29600,433.00000
0.29800,402.00000
0.30000,441.00000
0.30200,374.00000
0.30400,409.00000
0.30600,393.00000
0.30800,387.00000
0.31000,436.00000
0.31200,385.00000
0.31400,391.00000
0.31600,415.00000
0.31800,381.00000
0.32000,407.00000
0.32200,359.00000
0.32400,419.00000
0.32600,426.00000
0.32800,361.00000
0.33000,444.00000
0.33200,398.00000
